Date,Title,Description,Banner,Article Link,Author,Content
28 Dec 2025,Godfather of Ethiopian jazz on his farewell tour,Mulatu Astatke has been blending jazz influences from home and abroad for the past six decades.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cy073xp2yj0o,28 December 2025ShareSaveAdd as preferred on GoogleMarta PausilliBBC Africa,"Ethiopian jazz musician Mulatu Astatke smiled as he held his arms aloft to acknowledge his audience. Last month in London, the 82-year-old pioneer, wh..."
12 Dec 2025,Eritrea quits regional bloc as tensions rise with Ethiopia,Eritrea says it has been targetted by Igad and that the bloc is failing its founding principles.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cly555k8de3o,"12 December 2025ShareSaveAdd as preferred on GoogleTesfalem Araia,BBC TigrinyaandHanna Temuari,BBC Africa, Addis Ababa","Eritrea has withdrawn from East African regional bloc Igad, accusing the organisation of ""becoming a tool against"" countries like itself. In a stateme..."
12 Dec 2025,Ethiopia arrests nine TikTok creators in social media crackdown,"Six popular creators were detained over allegations of wearing ""indecent attire"" at a public event.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c23e1jld9p7o,"12 December 2025ShareSaveAdd as preferred on GoogleHanna Temuari,BBC Africa, Addis Ababa,Girmay Gebru,BBC Tigrinya, MekelleandAmeyu Etana,BBC Afaan Oromoo",Ethiopian police have arrested nine TikTok content creators this week for allegedly violating norms in the culturally conservative country. Six of the...
25 Nov 2025,'My mum has been refused visa to attend Christening',"Tutu Melaku says it is an ""injustice"" that her mother is denied travel from Ethiopia for the event.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/ckgl0z862rjo,25 November 2025ShareSaveAdd as preferred on GoogleRich ClarkeBBC Radio Berkshire,"A British woman has said it is an ""injustice"" that her elderly mother will not be able to attend her great-granddaughter's Christening after she was d..."
25 Nov 2025,"Ethiopian volcano eruption sends ash to Delhi, hitting flight operations","India’s aviation regulator has asked airline operators to “strictly avoid"" volcanic ash affected areas. ",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cn41vl9d5qko,25 November 2025ShareSaveAdd as preferred on GoogleAbhishek Dey,"A plume of volcanic ash from Ethiopia has swept across the Red Sea through Oman and Yemen and reached Delhi, the India Meteorological Department (IMD)..."
23 Nov 2025,Escalating war of words between Ethiopia and Eritrea triggers fears of conflict,The authorities in landlocked Ethiopia have ratcheted up rhetoric over access to an Eritrean port. ,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cvgwg042vr4o,23 November 2025ShareSaveAdd as preferred on GoogleBBC Monitoring,"There are growing concerns over the possibility of armed conflict between Horn of Africa neighbours, Ethiopia and Eritrea, as hostile rhetoric has rat..."
20 Nov 2025,Ethiopia receives historic artefacts held in Germany for 100 years ,Ethiopia has welcomed the return as part of a broader push to repatriate items of national significance.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c07m7pl3njmo,20 November 2025ShareSaveAdd as preferred on GoogleWycliffe Muia,"Twelve historical artefacts have been formally returned to Ethiopia after being kept by a German family for more than 100 years. The artefacts, origin..."
19 Nov 2025,'It would have been better if they'd killed me': A forgotten war destroying women's lives,"Thousands of women have been raped in Ethiopia’s Amhara conflict, BBC Global Women finds.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cx2p8dpw1rwo,19 November 2025ShareSaveAdd as preferred on GoogleBBC World Service,Warning: This report contains descriptions of rape and sexual violence. Names of victims have been changed and identifying details omitted to protect ...
29 Oct 2025,Migrant sex offender given £500 after threat to disrupt deportation,"Hadush Kebatu was given the money to avoid a ""slower, more expensive process"", Downing Street said. ",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cly9rxlvp85o,"29 October 2025ShareSaveAdd as preferred on GoogleDaniel Sandford,UK correspondentandMaia Davies",A migrant sex offender mistakenly released from prison was given a £500 payment after threatening to disrupt his deportation from the UK to Ethiopia. ...
21 Oct 2025,Passengers jump from windows in fatal Ethiopia train crash,"Fifteen people died in the night-time collision in the Somali region, officials tell the BBC.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/clyl2gg2zx4o,"21 October 2025ShareSaveAdd as preferred on GoogleSahnun AhmedandAbdishukri Haybe,BBC Somali","Passengers were forced to jump from carriages in a train crash that killed 15 people in eastern Ethiopia, a local official has told the BBC. The train..."
15 Oct 2025,How many wars has President Trump really ended?,US President Donald Trump claims to have ended eight wars - is that true?,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c5y3599gx4qo,15 October 2025ShareSaveAdd as preferred on GoogleJake Horton & Nick BeakeBBC Verify,"President Trump has claimed that he has ""ended 8 wars in just 8 months"" in a social media post with the title ""the president of peace"". His latest add..."
9 Oct 2025,Ethiopia accuses Eritrea of preparing for war as Red Sea tensions rise,"Ethiopia has written to the UN, accusing Eritrea of ""funding, mobilizing and directing armed groups"" on its soil.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cyv6r6e6800o,"9 October 2025ShareSaveAdd as preferred on GoogleTeklemariam Bekit,Editor, BBC TigrinyaandYemane Nagish,BBC Tigrinya","Ethiopia has accused Eritrea of preparing to wage war against it in collusion with an  opposition grouping, in the latest sign of escalating tensions ..."
6 Oct 2025,Selfies and singing as Ethiopians celebrate thanksgiving,Photos capture the joy and unity present at this year's Irreecha festival.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cd6399enj39o,"6 October 2025ShareSaveAdd as preferred on GoogleAmensisa IfaBBC Africa, Addis Ababa & Bishoftu ",Tens of thousands of vibrantly dressed Ethiopians descended on downtown Addis Ababa for an annual thanksgiving festival this weekend. Irreecha is cele...
2 Oct 2025,"Scaffolding collapsed as people climbed to see Ethiopia church mural, eyewitness tells BBC",Funerals are held for 36 people who died after scaffolding collapsed at an Orthodox Christian church.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cly6en6l141o,"2 October 2025ShareSaveAdd as preferred on GoogleAmensisa Ifa,BBC Africa, ArertiandSammy Awami,BBC Africa, Nairobi","A day after the joyous celebration of a religious festival, mass funerals  were held in the small Ethiopian town of Arerti for the 36 people killed wh..."
1 Oct 2025,At least 30 die after Ethiopia church scaffolding falls,Worshippers had gathered at the Arerti Mariam church early in the morning for the annual St Mary celebration.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cly9p9p6lz0o,1 October 2025ShareSaveAdd as preferred on GoogleBBC Amharic,At least 30 people have died and more than 200 others been injured after scaffolding collapsed at a church in Ethiopia. Thousands of worshippers were ...
24 Sep 2025,Somalia's president: They tried to kill me five times,Somalia's President Hassan Sheikh Mohamud says he is a prime target of the Islamist group al-Shabab. ,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/videos/cx23e9d5wjgo,Unknown,No content found
11 Sep 2025,Party like it's 2018 - Ethiopians celebrate their new year,Photos of new year celebrations in a country with a calendar seven years behind that followed in the West.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c4g2z8nv344o,"11 September 2025ShareSaveAdd as preferred on GoogleAmensisa IfaBBC Africa, Addis Ababa","Ethiopia is celebrating the start of its new year - 2018. The country has its own unique calendar, meaning it is seven years behind the Western calend..."
9 Sep 2025,The pride of Ethiopia - What it took to build Africa's largest hydro-electric dam,"In a fractious nation, the dam's construction has brought people together despite controversy abroad.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cr4qx6377qgo,9 September 2025ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News in Addis Ababa,The vastness of the building site was at first overwhelming for the young Ethiopian mechanical engineer. Hundreds were already digging the foundations...
7 Sep 2025,Ethiopia outfoxes Egypt over the Nile's waters with its mighty dam,Ethiopia is set to inaugurate a mega dam that has stoked tensions with Egypt.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cz71zndj001o,7 September 2025ShareSaveAdd as preferred on GoogleFarouk Chothia & Yemane NagishBBC News & BBC Tigrinya,"After outfoxing Egypt on the diplomatic stage for more than a decade, Ethiopia is set to officially inaugurate one of the world's biggest dams on a tr..."
24 Aug 2025,How Russia is quietly trying to win over the world beyond the West,"Over the past three years, Russian state-backed news channel RT has expanded its international presence.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cm2vr37yd4no,"24 August 2025ShareSaveAdd as preferred on GoogleJuliana Gragnani,Editor, BBC Global Disinformation UnitandMaria Korenyuk,BBC Global Disinformation Unit",Listen to Juliana read this article Javier Gallardo likes to start his morning watching a classical music programme on television - it is part of his ...
4 Aug 2025,Dozens of migrants die in boat capsize off Yemen,"Dozens are missing after a boat carrying more than 150 migrants, many believed to be Ethiopian, sank in bad weather.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cn84rrmlxvxo,4 August 2025ShareSaveAdd as preferred on GoogleYang TianBBC News,At least 68 migrants have died after a boat with about 157 people on board sank off the coast of Yemen in bad weather. The vessel capsized off the sou...
23 Jul 2025,Ethiopian official denies Donald Trump's claim that US funded River Nile dam,"Ethiopia has repeatedly said the megadam, a major source of pride in the country, was totally self-funded.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c89e41z388qo,"23 July 2025ShareSaveAdd as preferred on GoogleWedaeli Chibelushi,BBC NewsandKalkidan Yibeltal,BBC News in Addis Ababa","An Ethiopian official has denied Donald Trump's claim that the United States helped fund Ethiopia's new megadam on the River Nile, saying it is false ..."
15 Jul 2025,"Aid workers 'executed' in Ethiopia's Tigray war, charity says","A Spaniard and two Ethiopians were shot dead during the conflict in northern Ethiopia, MSF says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c8j1ve1w878o,"15 July 2025ShareSaveAdd as preferred on GoogleAnne SoyBBC deputy Africa editor, Nairobi","An investigation by medical charity Médecins Sans Frontières (MSF) into the ""execution"" of three of its workers during a humanitarian mission in Ethio..."
12 Jul 2025,Live Aid volunteer sat behind Diana at Wembley ,"Dee Flower, from Bexhill, is a guest at a gala on Sunday to mark the 40th anniversary of Live Aid. ",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cqjqgjdvzqxo,"12 July 2025ShareSaveAdd as preferred on GoogleStuart MaisnerBBC News, South East",A volunteer who helped Bob Geldof organise lorries to take charity aid to Africa has been reminiscing about how she sat in the royal box for the Live ...
11 Jul 2025,US cuts visa validity for applicants from four African countries,"The United States cuts the length of its visas for citizens of Cameroon, Ethiopia, Ghana and Nigeria.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cx23ywg9w82o,"11 July 2025ShareSaveAdd as preferred on GoogleChiamaka Enendu & Mansur AbubakarBBC News, Lagos & Abuja","The United States has announced sweeping changes to its non-immigrant visa policy for Cameroon, Ethiopia, Ghana and Nigeria, cutting the duration and ..."
3 Jul 2025,"Ethiopia has finished building mega-dam on Nile, PM says","The dam on the Blue Nile has caused major tensions with Egypt and Sudan, and raised fears of war.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/ce8z37g6p97o,3 July 2025ShareSaveAdd as preferred on GoogleFarouk ChothiaBBC News,Ethiopia says it has completed building a mega-dam on the Blue Nile that has long been a source of tension with Egypt and Sudan. Launched in 2011 with...
23 Jun 2025,Joyful Ethiopians and Eritreans embrace at rare border reopening,Celebrations break out as people from both countries greet each other for the first time in five years.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c15wz4l5pddo,"23 June 2025ShareSaveAdd as preferred on GoogleGirmay GebruBBC Tigrinya, Zalambessa",There have been celebrations at the border between Ethiopia and Eritrea as communities from the frontier villages came together for the first time in ...
16 May 2025,Tigray party says ban threatens Ethiopia peace deal ,"The TPLF fought a two-year civil war against the federal government, which ended in 2022.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/czxykqdlkego,16 May 2025ShareSaveAdd as preferred on GoogleWycliffe MuiaBBC News ,"Ethiopia's main opposition party has condemned a ban on its activities, saying it posed a ""serious threat"" to the 2022 peace deal that ended two years..."
22 Apr 2025,Ethiopians are one shock away from catastrophe - UN,"A lack of cash has forced the UN to halt live-saving aid to 650,000 women and children from May.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c1egv5jwyj0o,22 April 2025ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Wycliffe MuiaBBC News ,"In a stark warning, the head of the UN's food aid agency in Ethiopia has said millions in the country are ""one shock away from falling into a catastro..."
20 Apr 2025,"Ten women, one guy: The risk-taking dating show that stirred Ethiopia",Ethiopia's answer to The Bachelor has prompted discussions about dating norms in the conservative country.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c70zxzd69r3o,20 April 2025ShareSaveAdd as preferred on GoogleWedaeli Chibelushi & Nyasha MichelleBBC News,Boy meets girl. Girl falls for boy. Girl fends off love rivals and boy - finally - declares his affection for her. If you are a fan of reality TV dati...
